,BHK,Rent,Size,Bathroom,clusters
0,1.397112077833996,0.3753165830855071,3.8294044032633,1.535277883436511,4
1,0.09137230888787747,-0.12056470730990032,-0.3006594433617827,0.26282119052280767,0
2,0.09137230888787747,-0.09972935897395883,0.02275980852741719,0.26282119052280767,0
3,0.09137230888787747,-0.06639280163645246,0.08744365890525717,0.26282119052280767,0
4,1.397112077833996,-0.03305624429894609,0.674449601084155,1.535277883436511,3
5,0.09137230888787747,-0.12473177697708862,-0.6240786952509826,-1.0096355023908956,1
6,2.7028518467801144,0.304476398743306,2.6230505937165844,1.535277883436511,4
7,0.09137230888787747,-0.09972935897395883,-0.21980463038948272,0.26282119052280767,0
8,-1.214367460058241,-0.14556712531303012,-0.9474979471401824,-1.0096355023908956,1
9,0.09137230888787747,-0.06639280163645246,0.02275980852741719,0.26282119052280767,0
10,1.397112077833996,0.0002803130385602898,0.588743499333517,1.535277883436511,3
11,0.09137230888787747,-0.12056470730990032,-0.3006594433617827,0.26282119052280767,0
12,-1.214367460058241,-0.14140005564584182,-1.0283527601124824,-1.0096355023908956,1
13,-1.214367460058241,-0.12889884664427692,-0.13894981741718276,-1.0096355023908956,1
14,1.397112077833996,0.20863379639797514,1.6398560679734167,1.535277883436511,3
15,0.09137230888787747,-0.09972935897395883,-0.46236906930638266,0.26282119052280767,0
16,-1.214367460058241,-0.09556228930677055,-0.6240786952509826,-1.0096355023908956,1
17,0.09137230888787747,-0.09972935897395883,-0.46236906930638266,-1.0096355023908956,1
18,-1.214367460058241,-0.08306108030520565,-0.6240786952509826,-1.0096355023908956,1
19,0.09137230888787747,-0.08306108030520565,0.6695983123058169,1.535277883436511,3
20,-1.214367460058241,-0.1497341949802184,-0.6240786952509826,-1.0096355023908956,1
21,0.09137230888787747,0.0002803130385602898,-0.34917233114516266,0.26282119052280767,0
22,0.09137230888787747,-0.06639280163645246,-0.13894981741718276,0.26282119052280767,0
23,-1.214367460058241,-0.14556712531303012,-0.7857883211955825,-1.0096355023908956,1
24,0.09137230888787747,-0.08306108030520565,0.18446943447201714,0.26282119052280767,0
25,-1.214367460058241,-0.14556712531303012,-0.7857883211955825,-1.0096355023908956,1
